!omamer-version: 2.1.0
!query-md5: b1022a2eef4c4ef7c94a073929431510
!date-run: 2025-08-14T14:31:03.907264
!db-path: omamer_databases/Saccharomyceta.h5
!db-info-source: OMA / All.Jul2024
!db-info-root_level: saccharomyceta
!db-info-database_hash: cff59319f81d8a72e30d5c49daa09a9a
qseqid	hogid	hoglevel	family_p	family_count	family_normcount	subfamily_score	subfamily_count	qseqlen	subfamily_medianseqlen	qseq_overlap
tr|A7E9M0|A7E9M0_SCLS1	HOG:E0792942.5r.26b	sordariomyceta	7446.836556376685	1223	1.0	0.9999910254580577	885	1232	1260	1.0
tr|A7E9M1|A7E9M1_SCLS1	HOG:E0442094	Helotiales	2889.1172129621	281	1.0	0.9999976490022854	281	287	286	1.0
tr|A7E9M2|A7E9M2_SCLS1	HOG:E0801493.7b	saccharomyceta	2444.115204565341	366	1.0	0.9999562494998645	366	372	340	1.0
tr|A7E9M3|A7E9M3_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	326	N/A	N/A
tr|A7E9M4|A7E9M4_SCLS1	HOG:E0478076	saccharomyceta	2250.0345504720276	284	1.0	0.9999804804496422	284	290	284	1.0
tr|A7E9M5|A7E9M5_SCLS1	HOG:E0440961	Sclerotiniaceae	5180.061532155848	510	1.0	0.9999975110770862	510	516	447	1.0
tr|A7E9M6|A7E9M6_SCLS1	HOG:E0442142	Helotiales	4043.895824112442	406	1.0	0.9999973950945323	406	413	422	1.0
tr|A7E9M7|A7E9M7_SCLS1	HOG:E0442121	Helotiales	51.78017271045695	9	0.17301094043732637	0.1730742209968832	9	58	437	0.6666666666666666
tr|A7E9M8|A7E9M8_SCLS1	HOG:E0442121	Helotiales	165.46320901003594	27	0.12789250282203668	0.12795938322801698	27	217	437	0.6851851851851852
tr|A7E9M9|A7E9M9_SCLS1	HOG:E0793295	saccharomyceta	3906.900338036118	658	1.0	0.9998841710446006	658	664	672	1.0
tr|A7E9N0|A7E9N0_SCLS1	HOG:E0441258	Sclerotiniaceae	2775.014013876875	278	1.0	0.9999979342566748	278	284	346	1.0
tr|A7E9N1|A7E9N1_SCLS1	HOG:E0832042.1a.1a	sordariomyceta	1663.996285901355	236	1.0	0.9999980000846108	190	242	218	1.0
tr|A7E9N2|A7E9N2_SCLS1	HOG:E0477843	saccharomyceta	1799.8139465564043	293	1.0	0.9999321658792768	293	299	293	1.0
tr|A7E9N3|A7E9N3_SCLS1	HOG:E0464600.1b	Leotiomycetes	2886.1957226708314	339	1.0	0.9999993918752578	194	345	344	1.0
tr|A7E9N4|A7E9N4_SCLS1	HOG:E0466578.1a	sordariomyceta	2418.7972950474705	415	1.0	0.9999750418082625	330	427	405	1.0
tr|A7E9N5|A7E9N5_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	73	N/A	N/A
tr|A7E9N6|A7E9N6_SCLS1	HOG:E0442361.3t	Sclerotiniaceae	1335.2763315246498	198	0.7172519012511762	0.14018647703494375	15	282	417	0.9608540925266904
tr|A7E9N7|A7E9N7_SCLS1	HOG:E0801985.4c.6b	saccharomyceta	1328.5068267450984	247	0.7737877065790567	0.7742182884979818	247	325	653	0.8734567901234568
tr|A7E9N8|A7E9N8_SCLS1	HOG:E0793326.1c.1a	sordariomyceta	1599.2522907502937	248	1.0	0.9999865648317274	120	254	284	1.0
tr|A7E9N9|A7E9N9_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	82	N/A	N/A
tr|A7E9P0|A7E9P0_SCLS1	HOG:E0465740.4d.6c	Leotiomycetes	5862.096152820651	1038	1.0	0.9999949625955638	918	1044	1043	1.0
tr|A7E9P1|A7E9P1_SCLS1	HOG:E0442361.3au.1d	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1)	3758.2738855618077	495	1.0	0.9999999843266819	5	501	500	1.0
tr|A7E9P2|A7E9P2_SCLS1	HOG:E0803022.1c.4a	leotiomyceta	4653.470581145583	837	1.0	0.9999449145562167	470	847	811	1.0
tr|A7E9P3|A7E9P3_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	64	N/A	N/A
tr|A7E9P4|A7E9P4_SCLS1	HOG:E0828351.2y	saccharomyceta	5850.18337231006	742	1.0	0.9999730230848917	742	748	770	1.0
tr|A7E9P5|A7E9P5_SCLS1	HOG:E0467037	leotiomyceta	2028.5704755504773	247	1.0	0.9999875020961495	247	253	255	1.0
tr|A7E9P6|A7E9P6_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	55	N/A	N/A
tr|A7E9P7|A7E9P7_SCLS1	HOG:E0468290	leotiomyceta	3315.644040353379	401	1.0	0.9999885741511074	401	407	401	1.0
tr|A7E9P8|A7E9P8_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	418	N/A	N/A
tr|A7E9P9|A7E9P9_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	131	N/A	N/A
tr|A7E9Q0|A7E9Q0_SCLS1	HOG:E0464856	sordariomyceta	814.4110042900561	96	1.0	0.99999631050092	96	102	105	1.0
tr|A7E9Q1|A7E9Q1_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	185	N/A	N/A
tr|A7E9Q2|A7E9Q2_SCLS1	HOG:E0441788	Sclerotiniaceae	5736.374961001592	621	1.0	0.9999967493538268	621	631	578	1.0
tr|A7E9Q3|A7E9Q3_SCLS1	HOG:E0441261	Sclerotiniaceae	2676.313553567891	260	1.0	0.9999980721818741	260	266	314	1.0
tr|A7E9Q4|A7E9Q4_SCLS1	HOG:E0802988.3b.7a	saccharomyceta	1425.1927706791328	187	1.0	0.9999734055138533	187	193	191	1.0
tr|A7E9Q5|A7E9Q5_SCLS1	HOG:E0476975	saccharomyceta	2280.2518455666004	369	1.0	0.9999292569114381	369	375	371	1.0
tr|A7E9Q6|A7E9Q6_SCLS1	HOG:E0803498.2a.2b.4b	leotiomyceta	4776.026384637809	817	1.0	0.999900292619595	705	823	831	1.0
tr|A7E9Q7|A7E9Q7_SCLS1	HOG:E0440963	Sclerotiniaceae	1005.2458313317654	92	1.0	0.9999994671071847	92	102	112	1.0
tr|A7E9Q8|A7E9Q8_SCLS1	HOG:E0442178.1b	Sclerotiniaceae	2275.9476255005243	245	1.0	0.9999987524038795	240	251	249	1.0
tr|A7E9Q9|A7E9Q9_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	94	N/A	N/A
tr|A7E9R0|A7E9R0_SCLS1	HOG:E0475643.1a.3b	Leotiomycetes	207.8422379008778	47	0.30035861855723833	0.23332995416595162	35	162	602	0.84472049689441
tr|A7E9R1|A7E9R1_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	113	N/A	N/A
tr|A7E9R2|A7E9R2_SCLS1	HOG:E0801531.10ev.616ah.630a	sordariomyceta	8358.789556290918	1521	1.0	0.999990570931833	815	1527	1532	1.0
tr|A7E9R3|A7E9R3_SCLS1	HOG:E0478296	saccharomyceta	3690.4927868102573	435	1.0	0.9999932228572549	435	442	405	1.0
tr|A7E9R4|A7E9R4_SCLS1	HOG:E0440976.2b	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1)	1315.18160881936	164	0.49996082460689817	0.14356403356529077	29	334	437	0.990990990990991
tr|A7E9R5|A7E9R5_SCLS1	HOG:E0442361.3t	Sclerotiniaceae	296.7681540077868	47	0.6023680583670387	0.13513469628222843	5	84	417	1.0
tr|A7E9R6|A7E9R6_SCLS1	HOG:E0440964	Sclerotiniaceae	573.4366060227738	51	1.0	0.9999996739949836	51	57	57	1.0
tr|A7E9R7|A7E9R7_SCLS1	HOG:E0441262	Sclerotiniaceae	1508.0526125061022	137	1.0	0.9999990376582688	137	143	158	1.0
tr|A7E9R8|A7E9R8_SCLS1	HOG:E0478443.1a	Pezizomycotina	2873.1939300199233	530	1.0	0.9999975236157407	377	536	535	1.0
tr|A7E9R9|A7E9R9_SCLS1	HOG:E0441890.2b	Sclerotiniaceae	2973.596479299528	330	1.0	0.9999992069301042	253	336	335	1.0
tr|A7E9S0|A7E9S0_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	395	N/A	N/A
tr|A7E9S1|A7E9S1_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	101	N/A	N/A
tr|A7E9S2|A7E9S2_SCLS1	HOG:E0801610.10ad.89a	saccharomyceta	1153.8860144585165	135	1.0	0.9999931538946553	135	143	139	1.0
tr|A7E9S3|A7E9S3_SCLS1	HOG:E0441263	Sclerotiniaceae	2461.259363179156	248	1.0	0.9999988245011427	248	254	239	1.0
tr|A7E9S4|A7E9S4_SCLS1	HOG:E0832350.1d.3a	Helotiales	3232.4296444344736	533	1.0	0.9999968716057079	509	539	528	1.0
tr|A7E9S5|A7E9S5_SCLS1	HOG:E0466233	leotiomyceta	4151.159484646511	743	1.0	0.9998806602213469	743	749	773	1.0
tr|A7E9S6|A7E9S6_SCLS1	HOG:E0482475.1a	saccharomyceta	3098.5647737188324	539	1.0	0.999918476803251	539	545	546	1.0
tr|A7E9S7|A7E9S7_SCLS1	HOG:E0475076	Pezizomycotina	3853.9350464424033	622	1.0	0.9999204422373403	622	628	612	1.0
tr|A7E9S8|A7E9S8_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	41	N/A	N/A
tr|A7E9S9|A7E9S9_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	66	N/A	N/A
tr|A7E9T0|A7E9T0_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	108	N/A	N/A
tr|A7E9T1|A7E9T1_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	51	N/A	N/A
tr|A7E9T2|A7E9T2_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	51	N/A	N/A
tr|A7E9T3|A7E9T3_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	85	N/A	N/A
tr|A7E9T4|A7E9T4_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	60	N/A	N/A
tr|A7E9T5|A7E9T5_SCLS1	HOG:E1027251.2a.7c.5a	saccharomyceta	2624.139173095756	368	1.0	0.9999645312811467	368	374	364	1.0
tr|A7E9T6|A7E9T6_SCLS1	HOG:E0484375.2a	Helotiales	13711.306567620919	2025	1.0	0.9999895114155296	1929	2065	2040	1.0
tr|A7E9T7|A7E9T7_SCLS1	HOG:E0441264	Sclerotiniaceae	4131.262455889535	414	1.0	0.9999975016730954	414	420	427	1.0
tr|A7E9T8|A7E9T8_SCLS1	HOG:E0441265	Sclerotiniaceae	1738.092186601812	158	1.0	0.999999003176969	158	164	166	1.0
tr|A7E9T9|A7E9T9_SCLS1	HOG:E0831957.1d.2a	leotiomyceta	1241.8991263135176	198	1.0	0.999965904263812	191	204	205	1.0
tr|A7E9U0|A7E9U0_SCLS1	HOG:E0792940.5fy	saccharomyceta	3184.8855244064684	552	1.0	0.9999171696485217	552	567	567	1.0
tr|A7E9U1|A7E9U1_SCLS1	HOG:E0801626.6a	saccharomyceta	3721.212417223066	624	1.0	0.9998715822355052	624	630	632	1.0
tr|A7E9U2|A7E9U2_SCLS1	HOG:E1027831.13ak	saccharomyceta	1562.2528266608265	223	1.0	0.9999581459713541	223	229	296	1.0
tr|A7E9U3|A7E9U3_SCLS1	HOG:E0470438.1b	sordariomyceta	2166.1282056908362	230	1.0	0.999996730545845	230	236	218	1.0
tr|A7E9U4|A7E9U4_SCLS1	HOG:E0478292	saccharomyceta	2156.45273243218	367	1.0	0.9999261410558005	367	373	375	1.0
tr|A7E9U5|A7E9U5_SCLS1	HOG:E0477873	saccharomyceta	4944.256336486113	926	1.0	0.9998403076965747	926	932	988	1.0
tr|A7E9U6|A7E9U6_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	124	N/A	N/A
tr|A7E9U7|A7E9U7_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	77	N/A	N/A
tr|A7E9U8|A7E9U8_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	120	N/A	N/A
tr|A7E9U9|A7E9U9_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	398	N/A	N/A
tr|A7E9V0|A7E9V0_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	363	N/A	N/A
tr|A7E9V1|A7E9V1_SCLS1	HOG:E0441540	Sclerotiniaceae	2137.7636559909106	208	1.0	0.999998871521097	208	214	200	1.0
tr|A7E9V2|A7E9V2_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	154	N/A	N/A
tr|A7E9V3|A7E9V3_SCLS1	HOG:E0442489	Leotiomycetes	1498.5096402950358	161	1.0	0.9999977524461849	161	167	166	1.0
tr|A7E9V4|A7E9V4_SCLS1	HOG:E0442634.1b	Helotiales	2215.469154397424	237	1.0	0.9999986552293073	234	243	233	1.0
tr|A7E9V5|A7E9V5_SCLS1	HOG:E0441541	Sclerotiniaceae	2613.0693751373014	285	1.0	0.9999983543015999	285	295	295	1.0
tr|A7E9V6|A7E9V6_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	684	N/A	N/A
tr|A7E9V7|A7E9V7_SCLS1	HOG:E1027301.2i.149a	saccharomyceta	3931.6765620214774	569	1.0	0.999964208410794	569	580	586	0.9913644214162349
tr|A7E9V8|A7E9V8_SCLS1	HOG:E0442361.3ao	Sclerotiniaceae	3369.9118457240706	444	1.0	0.9999999686533638	10	450	449	1.0
tr|A7E9V9|A7E9V9_SCLS1	HOG:E0442361.3o	Sclerotiniaceae	518.4581909381338	82	0.5732161564877895	0.18390777639594022	16	149	489	0.8783783783783784
tr|A7E9W0|A7E9W0_SCLS1	HOG:E0801487.8b.32a.57a	Pezizomycotina	1225.299376196542	152	1.0	0.9999897088993375	148	158	153	1.0
tr|A7E9W1|A7E9W1_SCLS1	HOG:E0475077	Pezizomycotina	1283.461045021802	201	1.0	0.9999586569215241	201	207	230	1.0
tr|A7E9W2|A7E9W2_SCLS1	HOG:E0477533	saccharomyceta	3882.446202509299	707	1.0	0.9998939041751387	707	714	688	1.0
tr|A7E9W3|A7E9W3_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	62	N/A	N/A
tr|A7E9W4|A7E9W4_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	143	N/A	N/A
tr|A7E9W5|A7E9W5_SCLS1	HOG:E0442300	Leotiomycetes	9207.427223231314	1239	1.0	0.999973587324343	1239	1247	1461	1.0
tr|A7E9W6|A7E9W6_SCLS1	HOG:E0442361.3am	Sclerotiniaceae	275.24001418260616	46	0.4789097539084176	0.12820478025746646	10	102	490	0.9207920792079208
tr|A7E9W7|A7E9W7_SCLS1	HOG:E0793012.5d	saccharomyceta	1681.855033338686	208	1.0	0.9999860507468938	208	214	212	1.0
tr|A7E9W8|A7E9W8_SCLS1	HOG:E0832087.1a	saccharomyceta	1653.9811145267624	204	1.0	0.999989417375621	204	210	225	1.0
tr|A7E9W9|A7E9W9_SCLS1	HOG:E0803360.1a	saccharomyceta	2029.4569149548263	304	1.0	0.9999544596069377	304	310	311	1.0
tr|A7E9X0|A7E9X0_SCLS1	HOG:E0442866	Leotiomycetes	6514.317960167818	784	1.0	0.9999890819666136	784	790	909	1.0
tr|A7E9X1|A7E9X1_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	134	N/A	N/A
tr|A7E9X2|A7E9X2_SCLS1	HOG:E1028372.1a	saccharomyceta	3329.7842358627554	465	1.0	0.9999664183486457	465	471	470	1.0
tr|A7E9X3|A7E9X3_SCLS1	HOG:E0793322	saccharomyceta	2878.477184758042	474	1.0	0.999930633028767	474	481	459	1.0
tr|A7E9X4|A7E9X4_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	89	N/A	N/A
tr|A7E9X5|A7E9X5_SCLS1	HOG:E0482482	saccharomyceta	2144.0586511238466	333	1.0	0.9999413034237272	333	339	368	1.0
tr|A7E9X6|A7E9X6_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	344	N/A	N/A
tr|A7E9X7|A7E9X7_SCLS1	HOG:E0441542	Sclerotiniaceae	2867.528176794609	277	1.0	0.9999983887828996	277	283	271	1.0
tr|A7E9X8|A7E9X8_SCLS1	HOG:E0441543	Sclerotiniaceae	817.0400428278458	81	1.0	0.9999994044139123	81	89	106	1.0
tr|A7E9X9|A7E9X9_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	161	N/A	N/A
tr|A7E9Y0|A7E9Y0_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	110	N/A	N/A
tr|A7E9Y1|A7E9Y1_SCLS1	HOG:E0813720	saccharomyceta	5120.887568153937	958	1.0	0.9997961935754592	958	964	946	1.0
tr|A7E9Y2|A7E9Y2_SCLS1	HOG:E0442190.2b	Sclerotiniaceae	3104.0377872696536	322	1.0	0.9999989906383145	322	328	327	1.0
tr|A7E9Y3|A7E9Y3_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	37	N/A	N/A
tr|A7E9Y4|A7E9Y4_SCLS1	HOG:E0475102	Pezizomycotina	3006.2667636954884	485	1.0	0.9999313038467814	485	491	450	1.0
tr|A7E9Y5|A7E9Y5_SCLS1	HOG:E0441010	Sclerotiniaceae	1074.4210773939762	90	1.0	0.9999995830897386	90	98	86	1.0
tr|A7E9Y6|A7E9Y6_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	64	N/A	N/A
tr|A7E9Y7|A7E9Y7_SCLS1	HOG:E0478015.1b	Pezizomycotina	3500.576233711741	518	1.0	0.9999899283257909	344	524	541	1.0
tr|A7E9Y8|A7E9Y8_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	54	N/A	N/A
tr|A7E9Y9|A7E9Y9_SCLS1	HOG:E0803021.8p	saccharomyceta	5003.034368325387	581	1.0	0.9999925081539498	581	587	573	1.0
tr|A7E9Z0|A7E9Z0_SCLS1	HOG:E0441386	Sclerotiniaceae	1822.0412721733887	168	1.0	0.9999988903290787	168	174	191	1.0
tr|A7E9Z1|A7E9Z1_SCLS1	HOG:E1028804.1e.9a.39b	saccharomyceta	1987.3987976704705	258	1.0	0.9999792986814576	258	264	256	1.0
tr|A7E9Z2|A7E9Z2_SCLS1	HOG:E0441385	Sclerotiniaceae	2617.4384095926566	261	1.0	0.9999982947429911	261	267	283	1.0
tr|A7E9Z3|A7E9Z3_SCLS1	HOG:E0475101	Pezizomycotina	3756.101686676025	513	1.0	0.999976486888191	513	519	540	1.0
tr|A7E9Z4|A7E9Z4_SCLS1	HOG:E0802265.6b	saccharomyceta	2631.233824036	439	1.0	0.9999126839448824	439	445	496	1.0
tr|A7E9Z5|A7E9Z5_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	38	N/A	N/A
tr|A7E9Z6|A7E9Z6_SCLS1	HOG:E0434828	Aspergillus	23.98357784763518	8	0.03047435990654972	N/A	N/A	267	247	0.5939849624060151
tr|A7E9Z7|A7E9Z7_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	41	N/A	N/A
tr|A7E9Z8|A7E9Z8_SCLS1	HOG:E0435802	Aspergillus	433.0115235983601	147	0.08634921210969401	N/A	N/A	1678	1153	0.6237328562909958
tr|A7E9Z9|A7E9Z9_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	102	N/A	N/A
tr|A7EA00|A7EA00_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	63	N/A	N/A
tr|A7EA01|A7EA01_SCLS1	HOG:E0403334	Saccharomycetaceae	66.24748205826974	76	0.14011138745474566	N/A	N/A	468	817	0.9978586723768736
tr|A7EA02|A7EA02_SCLS1	HOG:E0464744	sordariomyceta	1331.2236228192364	162	1.0	0.9999893640863395	162	168	163	1.0
tr|A7EA03|A7EA03_SCLS1	HOG:E0474745	Pezizomycotina	896.2222554486011	106	1.0	0.9999912511538384	106	112	111	1.0
tr|A7EA04|A7EA04_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	40	N/A	N/A
tr|A7EA05|A7EA05_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	117	N/A	N/A
tr|A7EA06|A7EA06_SCLS1	HOG:E0470286.1a	sordariomyceta	1532.5947741313284	189	1.0	0.999998401321554	175	195	194	1.0
tr|A7EA07|A7EA07_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	197	N/A	N/A
tr|A7EA08|A7EA08_SCLS1	HOG:E0472856	leotiomyceta	796.402503359946	174	0.2975574166649218	0.29841020624251585	174	589	837	0.9523809523809523
tr|A7EA09|A7EA09_SCLS1	HOG:E0464482.1b	Leotiomycetes	9481.930823359853	1259	1.0	0.9999962540769749	1195	1265	1264	1.0
tr|A7EA10|A7EA10_SCLS1	HOG:E0465575	sordariomyceta	2424.9924010442774	256	1.0	0.9999972540346694	256	262	259	1.0
tr|A7EA11|A7EA11_SCLS1	HOG:E0475718	Pezizomycotina	2474.2649256421773	276	1.0	0.9999919470491618	276	282	283	1.0
tr|A7EA12|A7EA12_SCLS1	HOG:E0807858.2c	saccharomyceta	1810.9888035835975	293	1.0	0.9999653556976786	293	299	358	1.0
tr|A7EA13|A7EA13_SCLS1	HOG:E0807037.3a	saccharomyceta	4288.110183355509	818	1.0	0.9998446868216511	818	825	875	1.0
tr|A7EA14|A7EA14_SCLS1	HOG:E0464487	sordariomyceta	102.19381412966847	16	0.37199108931946717	0.348832322361743	15	49	211	0.625
tr|A7EA15|A7EA15_SCLS1	HOG:E0477588.2c	saccharomyceta	6325.70174490629	747	1.0	0.9999907558769865	747	761	611	1.0
tr|A7EA16|A7EA16_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	294	N/A	N/A
tr|A7EA17|A7EA17_SCLS1	HOG:E0431211	Penicillium	56.60848431446796	14	0.013585485399395573	N/A	N/A	1033	235	0.18023255813953487
tr|A7EA18|A7EA18_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	62	N/A	N/A
tr|A7EA19|A7EA19_SCLS1	HOG:E0467448.3b	sordariomyceta	2466.080346792318	348	1.0	0.9999955581816514	263	354	391	1.0
tr|A7EA20|A7EA20_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	97	N/A	N/A
tr|A7EA21|A7EA21_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	113	N/A	N/A
tr|A7EA22|A7EA22_SCLS1	HOG:E1027750.1a.8c	saccharomyceta	3944.8209735906853	605	1.0	0.9999337739617136	605	611	605	1.0
tr|A7EA23|A7EA23_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	52	N/A	N/A
tr|A7EA24|A7EA24_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	84	N/A	N/A
tr|A7EA25|A7EA25_SCLS1	HOG:E0442478.2a.2b	Sclerotiniaceae	1857.7741746260642	247	1.0	0.9999987492692158	246	253	246	1.0
tr|A7EA26|A7EA26_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	99	N/A	N/A
tr|A7EA27|A7EA27_SCLS1	HOG:E0467108	leotiomyceta	3710.6180305597522	517	1.0	0.9999610016499113	517	523	526	1.0
tr|A7EA28|A7EA28_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	79	N/A	N/A
tr|A7EA29|A7EA29_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	158	N/A	N/A
tr|A7EA30|A7EA30_SCLS1	HOG:E0804816.8ac.42a.41b	sordariomyceta	2777.022203601422	405	1.0	0.9999950973860993	325	411	409	1.0
tr|A7EA31|A7EA31_SCLS1	HOG:E0807883.2a.1b	Pezizomycotina	580.7162779185222	171	0.18965440548275214	0.1709175362122631	152	898	608	0.5150501672240803
tr|A7EA32|A7EA32_SCLS1	HOG:E0794011.1k.18b	sordariomyceta	2651.9321228619538	369	1.0	0.9999896556100561	311	375	335	1.0
tr|A7EA33|A7EA33_SCLS1	HOG:E0471894	leotiomyceta	2492.471002936422	274	1.0	0.999994053543114	274	280	377	1.0
tr|A7EA34|A7EA34_SCLS1	HOG:E0466691	leotiomyceta	5437.873898561093	991	1.0	0.9998630151998333	991	997	1005	1.0
tr|A7EA35|A7EA35_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	212	N/A	N/A
tr|A7EA36|A7EA36_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	406	N/A	N/A
tr|A7EA37|A7EA37_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	227	N/A	N/A
tr|A7EA38|A7EA38_SCLS1	HOG:E0482043	saccharomyceta	338.62269863333347	101	0.1874452886785567	0.17063547627862208	91	539	561	0.9256505576208178
tr|A7EA39|A7EA39_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	85	N/A	N/A
tr|A7EA40|A7EA40_SCLS1	HOG:E0792964	saccharomyceta	14.082618912243394	6	0.11682482152747252	0.11759481651964895	6	57	295	0.4642857142857143
tr|A7EA41|A7EA41_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	288	N/A	N/A
tr|A7EA42|A7EA42_SCLS1	HOG:E0478650.8a	leotiomyceta	3119.3759589038455	473	1.0	0.9999741766411036	370	479	475	1.0
tr|A7EA43|A7EA43_SCLS1	HOG:E0466615	leotiomyceta	2579.0516652901333	343	1.0	0.9999896242634199	343	349	397	1.0
tr|A7EA44|A7EA44_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	37	N/A	N/A
tr|A7EA45|A7EA45_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	179	N/A	N/A
tr|A7EA46|A7EA46_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	48	N/A	N/A
tr|A7EA47|A7EA47_SCLS1	HOG:E0465679.1a.1a	Helotiales	3737.9098610127944	624	1.0	0.9999974201718412	501	641	603	1.0
tr|A7EA48|A7EA48_SCLS1	HOG:E0474818	Pezizomycotina	2522.316203444178	334	1.0	0.9999677693886656	334	340	401	1.0
tr|A7EA49|A7EA49_SCLS1	HOG:E0801485.10s	saccharomyceta	1188.1927603293207	153	1.0	0.9999811857489564	153	159	167	1.0
tr|A7EA50|A7EA50_SCLS1	HOG:E0474815	Pezizomycotina	3348.1633155957156	533	1.0	0.9999197964966348	533	539	544	1.0
tr|A7EA51|A7EA51_SCLS1	HOG:E0475028	Pezizomycotina	1529.7777148958794	217	1.0	0.9999762862697195	217	223	279	1.0
tr|A7EA52|A7EA52_SCLS1	HOG:E0458947	Hypocreales	240.8598579666197	37	0.32162543839231067	0.3217366227038871	37	121	106	0.49166666666666664
tr|A7EA53|A7EA53_SCLS1	HOG:E0440935	Sclerotiniaceae	3032.984238814406	284	1.0	0.9999983480322727	284	290	289	1.0
tr|A7EA54|A7EA54_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	203	N/A	N/A
tr|A7EA55|A7EA55_SCLS1	HOG:E0442075	Helotiales	2879.03228322984	339	1.0	0.9999952353112985	339	346	371	1.0
tr|A7EA56|A7EA56_SCLS1	HOG:E0442361.3ap	Sclerotiniaceae	762.0024954353698	109	0.8319782290465004	0.11428566099643275	4	137	174	0.8897058823529411
tr|A7EA57|A7EA57_SCLS1	HOG:E0801468.10rdp.7111b	leotiomyceta	6312.434393306038	1365	1.0	0.9998119703374555	1308	1448	1225	1.0
tr|A7EA58|A7EA58_SCLS1	HOG:E0464196.1a	Leotiomycetes	2663.7884800506326	373	1.0	0.9999947995930555	367	379	515	1.0
tr|A7EA59|A7EA59_SCLS1	HOG:E0804552.3b.5b	saccharomyceta	1649.716881985086	245	1.0	0.9999511337288376	245	251	251	1.0
